ticker,venue,mic,exchange_symbol,isin,legal_name,identity_source_url,resolved_at
LUD.WA,newconnect,,LUD,PLARTBM00013,LUDUS S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
LUG.WA,newconnect,,LUG,PLLUG0000010,LUG S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
LUK.WA,newconnect,,LUK,PLSAP0000018,Lukardi SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
LXB.WA,newconnect,,LXB,PLBVTSA00012,LexBono Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
M4B.WA,newconnect,,M4B,PLM4B0000017,M4B S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MAD.WA,newconnect,,MAD,PLMADKM00019,Madkom SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MAZ.WA,newconnect,,MAZ,PLMZPGR00025,MAZOP Group Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MBF.WA,newconnect,,MBF,PLMBFCR00018,MBF Group SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MCD.WA,newconnect,,MCD,PLMDNPL00013,Mycodern Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MDA.WA,newconnect,,MDA,PLYLWHT00012,MedApp SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MDB.WA,newconnect,,MDB,PLINBOK00010,Medicofarma Biotech Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MDP.WA,newconnect,,MDP,PLTCHPR00019,MEDCAMP S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MDT.WA,newconnect,,MDT,PLCCHT000014,MedTech Solutions S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MER.WA,newconnect,,MER,PLMERA000019,Mera S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MFD.WA,newconnect,,MFD,PLMDVLP00016,M FOOD S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MGS.WA,newconnect,,MGS,PLMNCGS00019,Madnetic Games SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MID.WA,newconnect,,MID,PLMIDVN00017,Midven S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MIG.WA,newconnect,,MIG,PLRSYSA00014,MILITARY GROUP S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MLB.WA,newconnect,,MLB,PLMKLAB00023,MakoLab S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MLM.WA,newconnect,,MLM,PL2INTC00018,Milisystem S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MLP.WA,newconnect,,MLP,PLMLKPL00012,MILKPOL S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MLT.WA,newconnect,,MLT,PLMNLIT00014,Moonlit S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MMC.WA,newconnect,,MMC,PLMMCNF00014,MM Conferences SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MMS.WA,newconnect,,MMS,PLA346100011,Madmind Studio SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MND.WA,newconnect,,MND,PLMNRLM00010,MINERAL MIDRANGE S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MNS.WA,newconnect,,MNS,PLGRMNK00014,Mennica Skarbowa SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MO2.WA,newconnect,,MO2,PLAIRMK00017,Moliera2 Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MPS.WA,newconnect,,MPS,PLMGPLS00015,MegaPixel Studio S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MPY.WA,newconnect,,MPY,PLMPAY000017,mPay SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MRD.WA,newconnect,,MRD,PLVENIT00010,MEDARD Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MRG.WA,newconnect,,MRG,PLADMSV00013,MERLIN GROUP Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MRH.WA,newconnect,,MRH,PLLSNRN00015,Mr Hamburger SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MRK.WA,newconnect,,MRK,PLMARKA00014,Marka SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MSM.WA,newconnect,,MSM,PLMSMDC00018,Massmedica S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MTN.WA,newconnect,,MTN,PLMLTNE00013,MILTON ESSEX S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MUN.WA,newconnect,,MUN,PLSITE000013,Munar SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
MXP.WA,newconnect,,MXP,PLMXPZZ00015,MaxiPizza S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
NOB.WA,newconnect,,NOB,PLPLNTR00018,Noobz from Poland S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
NOV.WA,newconnect,,NOV,PLBABY000016,Novina Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
NRS.WA,newconnect,,NRS,PLHCKLG00010,Neurone Studio SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
NST.WA,newconnect,,NST,PLNSTMD00010,Nestmedic SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
NTS.WA,newconnect,,NTS,PLNTRSW00019,Notoria Serwis S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
NTV.WA,newconnect,,NTV,PLSTCKI00016,New Tech Venture S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
O2T.WA,newconnect,,O2T,PLJWASA00013,ONE2TRIBE S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
OLY.WA,newconnect,,OLY,PLOLMP000016,OLYMP Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
ONC.WA,newconnect,,ONC,PLONCTR00028,ONICO S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
ONE.WA,newconnect,,ONE,PLONESL00011,One Solution S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
OPI.WA,newconnect,,OPI,PLIMAGS00013,Optigis S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
ORG.WA,newconnect,,ORG,PLORGNK00010,Organic Farma Zdrowia S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
ORL.WA,newconnect,,ORL,PLORZL000019,ORZEL S.A,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
OUT.WA,newconnect,,OUT,PLOUTDR00013,Outdoorzy S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
OVI.WA,newconnect,,OVI,PLOVIDW00014,Ovid Works SA Class A,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
OZE.WA,newconnect,,OZE,PLCSYSA00016,OZE Capital S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
P24.WA,newconnect,,P24,PLPRS2400012,Present24 Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
P2B.WA,newconnect,,P2B,PLPRKLS00016,Planet B2B SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
P2C.WA,newconnect,,P2C,PLPLCHL00019,Play2Chill S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PAC.WA,newconnect,,PAC,PLBTEVL00019,Proacta S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PBT.WA,newconnect,,PBT,PLPRMBG00018,PrimeBit Games SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PDG.WA,newconnect,,PDG,PLPRMGM00015,Pyramid Games Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PFG.WA,newconnect,,PFG,PL71MDA00018,Prefa Group S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PGG.WA,newconnect,,PGG,PLASMDV00013,Proguns Group S.A,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PGH.WA,newconnect,,PGH,PLEBCSL00011,POLSKA GRUPA HUTNICZA S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PIT.WA,newconnect,,PIT,PLANMD000014,Polaris IT Group S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PLG.WA,newconnect,,PLG,PLRAJDY00015,PL Group Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PLI.WA,newconnect,,PLI,PLPTGMG00013,Platige Image SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PLM.WA,newconnect,,PLM,PLPOLMN00010,Polman SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PLT.WA,newconnect,,PLT,PLA342500016,Plot Twist S.A,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PNT.WA,newconnect,,PNT,PLPNTPK00014,Pointpack SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PRA.WA,newconnect,,PRA,PLRKLMF00010,Prime Alternatywna Spolka Inwestycyjna Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PRE.WA,newconnect,,PRE,PLPRTSD00022,President Studio S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PRH.WA,newconnect,,PRH,PLRDDVS00016,Polski Holding Rozwoju S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PRN.WA,newconnect,,PRN,PLPRNRH00010,Partner-Nieruchomosci SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PRO.WA,newconnect,,PRO,PLAPNPS00017,APN Promise SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PRS.WA,newconnect,,PRS,PLPRMUS00013,Prymus SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
PTN.WA,newconnect,,PTN,PLPLTRN00018,Poltronic S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
QUB.WA,newconnect,,QUB,PLQBCGM00018,QubicGames SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
RAY.WA,newconnect,,RAY,PLPRPLR00025,Purple Ray Studio SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
RBS.WA,newconnect,,RBS,PLRBSNE00015,Robinson Europe SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
RCA.WA,newconnect,,RCA,PLROCCA00013,Rocca S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
RCM.WA,newconnect,,RCM,PLRCMGR00012,Red Carpet Media Group SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
RCW.WA,newconnect,,RCW,PLRCHZW00012,Ruch Chorzow SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
RDG.WA,newconnect,,RDG,PLRADGN00014,Read-Gene SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
RGL.WA,newconnect,,RGL,PLRBGRL00016,Robs Group Logistic SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
RKG.WA,newconnect,,RKG,PLRCKGM00017,Rockgame SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
RNT.WA,newconnect,,RNT,PLGURDR00013,Private Rented Sector S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
RRH.WA,newconnect,,RRH,PLCMPRS00011,RRH Group S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
RSG.WA,newconnect,,RSG,PLRDSGM00018,Red Square Games Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
RSP.WA,newconnect,,RSP,PLAGRTR00011,REMOR SOLAR POLSKA SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
RST.WA,newconnect,,RST,PLA348700016,Road Studio S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
S4E.WA,newconnect,,S4E,PLS4E0000015,S4E S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SBE.WA,newconnect,,SBE,PLSFTBL00012,SoftBlue SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SCS.WA,newconnect,,SCS,PLSTCLS00013,Stem Cells Spin SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SDS.WA,newconnect,,SDS,PLSDSOP00013,SDS Optic Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SED.WA,newconnect,,SED,PLEC20000010,SEDIVIO S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SEV.WA,newconnect,,SEV,PLSVNET00019,Sevenet S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SFD.WA,newconnect,,SFD,PLSFD0000013,SFD SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SFK.WA,newconnect,,SFK,PLSFKPL00011,Skoczowska Fabryka Kapeluszy Polkap SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SGD.WA,newconnect,,SGD,PLSFLND00011,Sigma Defence S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SIN.WA,newconnect,,SIN,PLTABLO00012,Solar Innovation Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SKN.WA,newconnect,,SKN,PLSAKAN00010,SAKANA S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SKY.WA,newconnect,,SKY,PLYTFRC00015,Stohid Technology SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SMT.WA,newconnect,,SMT,PLSMTRC00013,Simteract Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SNG.WA,newconnect,,SNG,PLMWTNS00010,SYNERGA.fund SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SNN.WA,newconnect,,SNN,PLPRSGD00011,Sunway Network Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SOK.WA,newconnect,,SOK,PLSNK0000012,Sonka Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
STA.WA,newconnect,,STA,PLSTRWI00019,Starward Industries SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
STD.WA,newconnect,,STD,PLSTNDR00019,Standrew SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SUN.WA,newconnect,,SUN,PLSNTCH00012,Suntech S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SWM.WA,newconnect,,SWM,PLSFTMN00015,Software Mansion SA Series A-E,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SYG.WA,newconnect,,SYG,PLMODE000019,Sygnis S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
SZR.WA,newconnect,,SZR,PLSZAR000018,SZAR S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
TCR.WA,newconnect,,TCR,PLNGTDV00016,Tech Robotics S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
TEC.WA,newconnect,,TEC,PLIPODS00014,TECNOVATICA S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
TGG.WA,newconnect,,TGG,PLTRGG000014,Triggo SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
TGS.WA,newconnect,,TGS,PLKKHRB00011,True Games Syndicate SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
THD.WA,newconnect,,THD,PLTHDST00017,Dust SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
TLG.WA,newconnect,,TLG,PLPTLTG00018,Przedsiebiorstwo Telekomunikacyjne Telgam S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
TLO.WA,newconnect,,TLO,PLTELST00017,Telesto SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
TLS.WA,newconnect,,TLS,PLTLSTD00019,Telestrada S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
TME.WA,newconnect,,TME,PLTRMEX00019,Termoexpert SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
TMP.WA,newconnect,,TMP,PLTLMDC00018,Telemedycyna Polska S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
TNT.WA,newconnect,,TNT,PLVCAOC00015,T&T Proenergy Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
TOS.WA,newconnect,,TOS,PLTAMEX00015,TAMEX Obiekty Sportowe S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
TRX.WA,newconnect,,TRX,PLAUXLM00026,Trex SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
TXN.WA,newconnect,,TXN,PLTAXNT00011,Tax-Net SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
UFC.WA,newconnect,,UFC,PLDTBRK00037,Unified Factory SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
UFG.WA,newconnect,,UFG,PLUFGMS00017,UF Games S.A,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
UNV.WA,newconnect,,UNV,PLALDA000010,Universe S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
VAI.WA,newconnect,,VAI,PLDTLGM00019,Volaria AI SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
VAR.WA,newconnect,,VAR,PLYORIM00019,Varsav Game Studios SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
VDS.WA,newconnect,,VDS,PLVIDIS00014,ViDiS SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
VEE.WA,newconnect,,VEE,PLVCTCM00019,Vee SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
VER.WA,newconnect,,VER,PLMPLVR00016,MPL Verbum S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
VFA.WA,newconnect,,VFA,PLVRFBR00017,VRFABRIC SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
VIV.WA,newconnect,,VIV,PLVRTLV00019,Euroinvestment SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
VLT.WA,newconnect,,VLT,PLNVVIS00016,VOOLT Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
VMX.WA,newconnect,,VMX,PLVMAX000028,V-MAX Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
VRB.WA,newconnect,,VRB,PLVRBCM00015,Verbicom SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
WGP.WA,newconnect,,WGP,PLSKNWL00011,W.G Partners SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
WHH.WA,newconnect,,WHH,PLWRTHL00016,Werth-Holz SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
WLI.WA,newconnect,,WLI,PLGMSBX00010,Wildlands Interactive S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
WOD.WA,newconnect,,WOD,PLWDKAN00016,Wodkan S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
WRL.WA,newconnect,,WRL,PLWRZCL00014,Wierzyciel S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
XBS.WA,newconnect,,XBS,PLPROLG00013,XBS PRO-LOG SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
XDD.WA,newconnect,,XDD,PLMNTZN00014,Mentzen Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
YBS.WA,newconnect,,YBS,PLINSAG00011,YBS S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
YOS.WA,newconnect,,YOS,PLACREO00019,Yoshi Innovation Spolka Akcyjna,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
ZEN.WA,newconnect,,ZEN,PLA351100013,Zeneris Projekty S.A.,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
ZRX.WA,newconnect,,ZRX,PLCRLNS00018,Zortrax SA,https://scanner.tradingview.com/poland/scan,2026-08-05T13:07:23.253685+00:00
